position,person,personID,start,end
Member of the House of Representatives of Belize,Manuel Heredia,Q16729784,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Ivan Ramos,Q20640457,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Hugo Patt,Q24953636,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Santiago Castillo,Q24953644,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Herman Longsworth,Q24953655,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Julius Espat,Q24953658,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Florencio Marin Jr.,Q24953659,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Ramiro Ramirez,Q24953660,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Marco Tulio Mendez,Q24953677,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Michael Espat,Q24953679,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Jose Abelardo Mai,Q24953680,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Mark King,Q25354502,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Said Musa,Q335215,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Anthony Martinez,Q4773030,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Dolores Balderamos-García,Q5289506,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Edmond Castro,Q5338849,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Elvin Penner,Q5368083,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Erwin Contreras,Q5396111,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Francis Fonseca,Q5480967,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Gaspar Vega,Q5526559,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Dean Barrow,Q57701,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Wilfred Elrington,Q58325,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,John Saldivar,Q6256510,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Johnny Briceño,Q6266369,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Joseph Mahmud,Q6285230,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Michael Finnegan,Q6830297,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Patrick Faber,Q7146470,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Rene Montero,Q7312920,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Rodwell Ferguson,Q7357499,2012-03-21,2015-09-28
Member of the House of Representatives of Belize,Manuel Heredia,Q16729784,2015-11-13,
Member of the House of Representatives of Belize,Hugo Patt,Q24953636,2015-11-13,
Member of the House of Representatives of Belize,Julius Espat,Q24953658,2015-11-13,
Member of the House of Representatives of Belize,Florencio Marin Jr.,Q24953659,2015-11-13,
Member of the House of Representatives of Belize,Oscar Requena,Q24953661,2015-11-13,
Member of the House of Representatives of Belize,Michael Espat,Q24953679,2015-11-13,
Member of the House of Representatives of Belize,Jose Abelardo Mai,Q24953680,2015-11-13,
Member of the House of Representatives of Belize,Omar Figueroa,Q27983601,2015-11-13,
Member of the House of Representatives of Belize,Laura Tucker-Longsworth,Q28777204,2015-11-13,
Member of the House of Representatives of Belize,Said Musa,Q335215,2015-11-13,
Member of the House of Representatives of Belize,Anthony Martinez,Q4773030,2015-11-13,
Member of the House of Representatives of Belize,Edmond Castro,Q5338849,2015-11-13,
Member of the House of Representatives of Belize,Erwin Contreras,Q5396111,2015-11-13,
Member of the House of Representatives of Belize,Francis Fonseca,Q5480967,2015-11-13,
Member of the House of Representatives of Belize,Gaspar Vega,Q5526559,2015-11-13,
Member of the House of Representatives of Belize,Dean Barrow,Q57701,2015-11-13,
Member of the House of Representatives of Belize,Wilfred Elrington,Q58325,2015-11-13,
Member of the House of Representatives of Belize,Tracy Panton,Q58896015,2015-11-13,
Member of the House of Representatives of Belize,Beverly Williams,Q58896029,2015-11-13,
Member of the House of Representatives of Belize,Elodio Aragon Jr.,Q58896037,2015-11-13,
Member of the House of Representatives of Belize,Angel Campos,Q58896048,2015-11-13,
Member of the House of Representatives of Belize,Frank Mena,Q58896056,2015-11-13,
Member of the House of Representatives of Belize,Kareem Musa,Q58896061,2015-11-13,
Member of the House of Representatives of Belize,Cordel Hyde,Q58896069,2015-11-13,
Member of the House of Representatives of Belize,Orlando Habet,Q58896079,2015-11-13,
Member of the House of Representatives of Belize,John Saldivar,Q6256510,2015-11-13,
Member of the House of Representatives of Belize,Johnny Briceño,Q6266369,2015-11-13,
Member of the House of Representatives of Belize,Michael Finnegan,Q6830297,2015-11-13,
Member of the House of Representatives of Belize,Pablo Marin,Q7121680,2015-11-13,
Member of the House of Representatives of Belize,Patrick Faber,Q7146470,2015-11-13,
Member of the House of Representatives of Belize,Rene Montero,Q7312920,2015-11-13,
Member of the House of Representatives of Belize,Rodwell Ferguson,Q7357499,2015-11-13,
